workload;root;LZP;ROLZX;RANK;TEXT;skip;TPAQ;BWTS;LZ;blocksize_1MB;MTFT;blocksize_1KB;entropy;SRT;X86;checksum;FPAQ;RLT;BWT;blocksize_1GB;jobs_8;jobs_1;jobs_4;TPAQX;CM;ZRLT;Range;ROLZ;ANS0;ANS1;Huffman;energy;performance
v5.12.tar;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1032.360434044;17.458
v5.12.tar;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;2789.905521578;48.032
v5.12.tar;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;647.468143058;11.548
v5.12.tar;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;43356.1579224879;877.108
v5.12.tar;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2285.132679608;46.878
v5.12.tar;1;1;0;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;2423.76163063;40.39
v5.12.tar;1;0;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;2812.650124494;136.62
v5.12.tar;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;19371.836286866;698.878
v5.12.tar;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;522.137761662;14.164
v5.12.tar;1;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4994.203435712;107.738
v5.12.tar;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;2976.872112528;131.048
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;19564.289351654;713.49
v5.12.tar;1;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;4325.974700778;96.128
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1420.181527932;23.884
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3480.235444698;63.266
v5.12.tar;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;3931.423743052;87.49
v5.12.tar;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3523.28071856;71.872
v5.12.tar;1;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3830.960945422;182.314
v5.12.tar;1;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1951.053291002;94.378
v5.12.tar;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;570.978992166;14.302
v5.12.tar;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1003.097668588;27.532
v5.12.tar;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4054.11651644;201.806
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2346.47938042;104.042
v5.12.tar;1;1;0;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;2591.335514008;44.13
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2536.543229042;113.668
v5.12.tar;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;2682.724581656;129.498
v5.12.tar;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;4525.251525414;98.784
v5.12.tar;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;2384.172801282;40.87
v5.12.tar;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;4556.585105768;101.084
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;2558.113721146;126.712
v5.12.tar;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4525.896783772;101.936
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1320.516476332;23.192
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6019.079561262;317.484
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3076.699873722;70.678
v5.12.tar;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;46378.678960974;947.682
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;17946.680142272;647.69
v5.12.tar;1;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2384.399572508;47.228
v5.12.tar;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1922.361300316;37.686
v5.12.tar;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5863.771964882;107.318
v5.12.tar;1;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1861.9898936;35.916
v5.12.tar;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4155.33091724;95.522
v5.12.tar;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2051.814614894;41.626
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;19296.62021177;698.732
v5.12.tar;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1630.142567074;30.874
v5.12.tar;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;44574.284129464;946.448
v5.12.tar;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1685.078678994;32.41
v5.12.tar;1;0;0;1;1;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;2367.944684734;115.974
v5.12.tar;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4896.440188204;107.008
v5.12.tar;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1579.285277358;31.272
v5.12.tar;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2406.349328124;48.646
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;2266.594914314;111.186
v5.12.tar;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5988.183714904;107.984
v5.12.tar;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;45007.59984002;945.904
v5.12.tar;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4234.913751246;199.492
v5.12.tar;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;47637.739504744;960.104
v5.12.tar;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;7186.908204436;123.416
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2900.978395594;140.592
v5.12.tar;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2272.867761024;45.99
v5.12.tar;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1853.66393616;35.826
v5.12.tar;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;3282.978712826;154.982
v5.12.tar;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4656.502831696;106.396
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3062.62032956;144.638
v5.12.tar;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2661.733450058;44.46
v5.12.tar;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2299.41430939;42.564
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;3428.497437914;162.61
v5.12.tar;1;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;4829.654934156;90.216
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6504.509782448;336.062
v5.12.tar;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4955.918567084;86.95
v5.12.tar;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;53391.713370746;1103.262
v5.12.tar;1;0;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2338.28706375;47.24
v5.12.tar;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;54691.023445484;1111.412
v5.12.tar;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;98866.9524665158;1997.908
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;132171.190133038;2722.518
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;3318.212414554;144.516
v5.12.tar;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1507.063182642;73.304
v5.12.tar;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;57625.272580172;1147.174
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;133392.577955908;2735.8
v5.12.tar;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;576.28157454;14.306
v5.12.tar;1;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2230.817610796;45.062
v5.12.tar;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2481.2088637;49.704
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;20422.3968496;724.404
v5.12.tar;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1948.18714322;35.142
v5.12.tar;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;6388.419649228;111.092
v5.12.tar;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4504.813031564;217.184
v5.12.tar;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2380.028866544;106.782
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;3215.027341506;150.744
v5.12.tar;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4404.041371646;81.642
v5.12.tar;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4923.03163193;91.54
v5.12.tar;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2346.480963344;106.248
v5.12.tar;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1082.702839056;29.81
v5.12.tar;1;1;0;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2290.922038574;43.884
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1068.548495802;32.746
v5.12.tar;1;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;16875.008150556;584.002
v5.12.tar;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;21913.624407318;797.302
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;22639.55276335;827.644
v5.12.tar;1;1;0;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2503.862883658;50.122
v5.12.tar;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;557.866433984;14.398
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;136194.975789622;2721.072
v5.12.tar;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4972.245092576;94.158
v5.12.tar;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;8507.915899596;160.118
v5.12.tar;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;988.152794174;30.172
v5.12.tar;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;341.923337478;11.924
v5.12.tar;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3089.425352854;112.658
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;19962.19430157;712.602
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;127892.308425876;2709.562
v5.12.tar;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1451.2148154;23.85
v5.12.tar;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1025.321978756;17.428
v5.12.tar;1;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;2104.871935212;96.832
v5.12.tar;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;438.997112502;15.13
v5.12.tar;1;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2424.69963247;43.226
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1368.979424184;47.496
v5.12.tar;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2200.265515992;39.212
v5.12.tar;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2423.736020024;46.544
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;813.65085116;39.404
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;19799.511592572;712.212
v5.12.tar;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;135203.09992656;2687.86
v5.12.tar;1;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;3541.347074804;163.222
v5.12.tar;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4696.14354698;86.55
v5.12.tar;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;3158.328139136;150.844
v5.12.tar;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;16674.802042434;587.522
v5.12.tar;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;6920.454632102;122.35
v5.12.tar;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;12788.20868769;530.172
v5.12.tar;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;3318.59487808;160.208
v5.12.tar;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;3049.090688346;142.532
v5.12.tar;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;677.220716078;30.666
v5.12.tar;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4498.171142048;87.63
v5.12.tar;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;39822.595633968;1434.884
v5.12.tar;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1581.425695146;28.498
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;18454.23164884;698.912
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;131862.327496752;2656.69
v5.12.tar;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1108.7189285;17.87
v5.12.tar;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;51797.593822046;1084.43
v5.12.tar;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;3649.307500762;166.326
v5.12.tar;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;53938.6478913721;1103.804
v5.12.tar;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;14244.287635342;562.912
v5.12.tar;1;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;2486.910630716;114.856
v5.12.tar;1;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;54382.895691404;1111.326
v5.12.tar;1;0;0;1;0;1;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;14329.727032282;615.382
v5.12.tar;1;0;0;1;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;11016.642455274;443.53
v5.12.tar;1;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;53491.925332426;1100.464
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2371.704452064;111.974
v5.12.tar;1;0;1;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;35933.58964268;1298.732
v5.12.tar;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;55241.148285222;1106.376
v5.12.tar;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;5841.088942942;100.328
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;20515.53190909;722.032
v5.12.tar;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1029.022874686;18.078
v5.12.tar;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;5025.783467076;97.818
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;23857.182530218;829.668
v5.12.tar;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;52858.888619544;1103.384
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19448.959218636;705.742
v5.12.tar;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;39685.803503298;1338.554
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;4382.698098892;81.878
v5.12.tar;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3377.900569048;69.268
v5.12.tar;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19987.50805389;709.732
v5.12.tar;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;3413.964478484;158.878
v5.12.tar;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;22829.400504838;455.66
v5.12.tar;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2691.07763187;130.854
v5.12.tar;1;0;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;3458.443361012;154.09
v5.12.tar;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;3591.02112376;171.494
v5.12.tar;1;0;0;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;11029.337945344;430.344
v5.12.tar;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;20423.482324162;710.628
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;3685.897737954;67.744
v5.12.tar;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;944.576524826;15.752
v5.12.tar;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;23255.107428244;458.088
v5.12.tar;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1979.677144742;93.458
v5.12.tar;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;5282.876983158;92.764
v5.12.tar;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;15161.439753878;610.484
v5.12.tar;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;11721.686377782;469.916
v5.12.tar;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;692.923455868;33.034
v5.12.tar;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;552.968926634;14.196
