root;compressed_script;encryption;crypt_aes;crypt_blowfish;transaction_control;txc_mvlocks;txc_mvcc;txc_locks;table_type;memory_tables;cached_tables;small_cache;large_cache;logging;detailed_logging;no_write_delay;small_log;energy;performance
1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;7.2308;265.8
1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;7.4688;264.4
1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;1;7.155;263.4
1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;7.4102;263.4
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;7.0528;262.6
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;7.4012;263.8
1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;7.3864;263.6
1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;7.4052;249.8
1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;7.4076;250
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;7.4018;250.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;6.6322;250.2
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;6.6734;251.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;6.7952;251.4
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;6.7586;249.6
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;0;6.6516;249.8
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;1;6.67;251.4
1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;1;7.4236;251.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;7.4006;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;6.6868;249.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;6.6266;249.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;1;6.6724;251.2
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;7.476;251.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;7.3856;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;6.6558;250
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;1;6.6506;251.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;1;6.7804;251.6
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;6.6376;249.8
1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;6.6398;251.6
