time,kernel-time,user-time,max-resident-set-size,avg-resident-set-size,avg-mem-use,config_id,partition,workload,ratio,encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting
3.25,0.15,4.1,117628.0,0.0,0.0,132,5,vmlinux-5.10.tar,0.250328,0,1,0,0,0,1,0,0,1,0,0
16.48,0.16,29.1,377872.0,0.0,0.0,127,5,vmlinux-5.10.tar,0.19225,0,1,1,0,0,0,0,0,0,1,0
2.6,0.15,2.73,128660.0,0.0,0.0,112,5,vmlinux-5.10.tar,0.682174,1,0,0,0,1,0,0,0,1,0,0
3.38,0.14,4.62,133936.0,0.0,0.0,9,5,vmlinux-5.10.tar,0.189185,0,0,1,0,0,0,0,0,1,0,0
5.57,0.13,5.8,115732.0,0.0,0.0,77,5,vmlinux-5.10.tar,0.373354,1,1,0,0,0,0,1,1,1,0,0
3.82,0.13,3.95,128776.0,0.0,0.0,44,5,vmlinux-5.10.tar,0.250324,0,0,0,0,1,0,0,1,0,0,0
6.33,0.13,7.63,134004.0,0.0,0.0,19,5,vmlinux-5.10.tar,0.682174,1,1,1,0,0,0,0,0,1,1,0
3.33,0.12,4.21,117816.0,0.0,0.0,184,5,vmlinux-5.10.tar,0.189185,1,0,0,0,1,0,0,1,1,0,1
16.62,0.13,29.29,376356.0,0.0,0.0,140,5,vmlinux-5.10.tar,0.682172,0,1,0,0,1,0,0,0,0,1,1
2.54,0.12,2.69,128500.0,0.0,0.0,39,5,vmlinux-5.10.tar,0.259723,0,1,0,0,1,0,0,0,0,0,1
7.42,0.13,7.58,128500.0,0.0,0.0,98,5,vmlinux-5.10.tar,0.250328,1,1,0,0,0,0,1,0,1,0,0
3.49,0.16,4.71,129948.0,0.0,0.0,94,5,vmlinux-5.10.tar,0.682174,1,1,1,0,0,0,0,0,1,0,0
2.75,0.14,2.91,128244.0,0.0,0.0,155,5,vmlinux-5.10.tar,0.373351,0,0,0,0,1,0,0,1,1,0,1
2.76,0.13,2.92,128980.0,0.0,0.0,149,5,vmlinux-5.10.tar,0.373354,0,0,0,0,0,1,0,1,0,1,0
6.47,0.13,7.72,129824.0,0.0,0.0,16,5,vmlinux-5.10.tar,0.19225,1,1,1,0,0,0,0,1,1,1,0
6.69,0.13,6.82,128948.0,0.0,0.0,89,5,vmlinux-5.10.tar,0.373356,1,1,0,0,1,0,0,1,0,1,1
2.67,0.14,2.84,115700.0,0.0,0.0,46,5,vmlinux-5.10.tar,0.373351,0,0,0,0,1,0,0,0,0,1,0
2.58,0.13,2.77,115704.0,0.0,0.0,103,5,vmlinux-5.10.tar,0.373352,1,1,0,0,1,0,0,0,0,0,0
2.59,0.15,2.76,115700.0,0.0,0.0,56,5,vmlinux-5.10.tar,0.250324,0,0,0,0,1,0,0,0,1,0,1
2.52,0.13,2.68,115720.0,0.0,0.0,54,5,vmlinux-5.10.tar,0.250343,0,0,0,0,1,0,0,1,0,0,1
13.58,0.18,26.23,376364.0,0.0,0.0,173,5,vmlinux-5.10.tar,0.189187,1,0,0,0,0,0,1,1,1,0,0
5.76,0.13,5.87,128672.0,0.0,0.0,71,5,vmlinux-5.10.tar,0.250328,1,0,0,0,1,0,0,0,1,1,1
2.56,0.15,2.69,129052.0,0.0,0.0,60,5,vmlinux-5.10.tar,0.192246,0,1,0,0,1,0,0,1,1,1,0
4.44,0.15,4.55,128280.0,0.0,0.0,168,5,vmlinux-5.10.tar,0.260516,0,1,0,1,0,0,0,0,1,1,0
2.59,0.13,2.73,129032.0,0.0,0.0,185,5,vmlinux-5.10.tar,0.250324,1,1,0,0,1,0,0,0,0,1,0
2.56,0.14,2.7,128272.0,0.0,0.0,49,5,vmlinux-5.10.tar,0.682172,0,0,0,0,0,1,0,0,0,1,0
13.58,0.2,26.25,378300.0,0.0,0.0,179,5,vmlinux-5.10.tar,0.189187,1,0,1,0,0,0,0,1,1,0,0
25.17,0.14,25.3,186892.0,0.0,0.0,181,5,vmlinux-5.10.tar,0.250328,1,0,0,0,1,0,0,1,0,1,0
3.15,0.13,4.02,120044.0,0.0,0.0,55,5,vmlinux-5.10.tar,0.373352,0,0,0,0,1,0,0,0,1,1,1
2.61,0.15,2.75,128760.0,0.0,0.0,107,5,vmlinux-5.10.tar,0.250343,1,1,0,0,1,0,0,0,0,0,1
5.67,0.14,5.82,128828.0,0.0,0.0,68,5,vmlinux-5.10.tar,0.26052,1,0,0,1,0,0,0,1,1,1,0
5.55,0.13,5.81,115724.0,0.0,0.0,114,5,vmlinux-5.10.tar,0.682174,1,0,0,0,0,1,0,1,0,0,0
4.45,0.11,4.61,127868.0,0.0,0.0,41,5,vmlinux-5.10.tar,0.259723,0,0,0,1,0,0,0,1,0,0,0
7.51,0.12,7.66,128156.0,0.0,0.0,72,5,vmlinux-5.10.tar,0.682174,1,0,0,0,0,0,1,1,0,1,0
2.6,0.15,2.71,128220.0,0.0,0.0,36,5,vmlinux-5.10.tar,0.189185,0,1,0,1,0,0,0,1,0,0,0
171.77,0.54,173.13,441060.0,0.0,0.0,91,7,silesia.tar,0.213156,1,1,0,0,1,0,0,0,1,0,0
13.9,0.56,15.3,440620.0,0.0,0.0,26,7,silesia.tar,0.313539,1,0,0,0,0,1,0,0,0,0,0
89.18,0.59,157.99,637208.0,0.0,0.0,58,7,silesia.tar,0.451057,0,0,0,0,0,0,1,1,1,1,0
181.1,0.54,182.45,441476.0,0.0,0.0,8,7,silesia.tar,0.213374,0,0,0,0,0,0,1,1,0,0,0
10.9,0.57,12.2,440876.0,0.0,0.0,187,7,silesia.tar,0.451057,1,1,0,0,1,0,0,0,1,0,1
10.68,0.56,12.0,440852.0,0.0,0.0,11,7,silesia.tar,0.213374,0,0,0,0,1,0,0,0,0,0,1
12.95,0.56,14.28,441376.0,0.0,0.0,146,7,silesia.tar,0.797323,0,0,0,0,1,0,0,1,0,1,0
13.75,0.58,15.01,440480.0,0.0,0.0,28,7,silesia.tar,0.213375,1,0,0,1,0,0,0,1,0,0,0
13.57,0.58,14.99,440844.0,0.0,0.0,159,7,silesia.tar,0.451057,0,0,0,0,1,0,0,1,1,1,0
14.17,0.61,15.48,440560.0,0.0,0.0,156,7,silesia.tar,0.451057,0,0,0,0,1,0,0,1,0,1,1
19.26,0.49,20.58,441396.0,0.0,0.0,64,7,silesia.tar,0.451294,0,1,0,0,0,1,0,0,1,1,0
184.92,0.56,186.27,440556.0,0.0,0.0,35,7,silesia.tar,0.797322,0,1,0,0,0,0,1,0,0,0,0
12.32,0.59,14.35,366508.0,0.0,0.0,69,7,silesia.tar,0.797323,1,0,0,0,1,0,0,1,1,1,1
10.5,0.58,12.23,367752.0,0.0,0.0,63,7,silesia.tar,0.451294,0,1,0,0,1,0,0,1,1,1,1
10.9,0.55,12.27,441664.0,0.0,0.0,5,7,silesia.tar,0.313539,0,0,0,0,1,0,0,0,0,0,0
13.18,0.59,21.73,481808.0,0.0,0.0,189,7,silesia.tar,0.451057,1,1,0,0,0,1,0,0,1,0,0
9.66,0.56,11.25,365976.0,0.0,0.0,104,7,silesia.tar,0.451294,1,1,0,0,0,1,0,0,0,0,0
12.82,0.55,21.54,479452.0,0.0,0.0,167,7,silesia.tar,0.313593,0,1,1,0,0,0,0,1,0,1,0
15.48,0.59,22.45,398144.0,0.0,0.0,86,7,silesia.tar,0.213375,1,1,0,1,0,0,0,1,0,1,0
9.61,0.59,10.85,441812.0,0.0,0.0,50,7,silesia.tar,0.797322,0,0,0,0,0,0,1,0,1,0,0
10.41,0.58,12.13,364948.0,0.0,0.0,125,7,silesia.tar,0.451295,0,1,1,0,0,0,0,1,0,0,0
12.79,0.61,14.87,364380.0,0.0,0.0,87,7,silesia.tar,0.313593,1,1,0,0,1,0,0,1,0,1,0
15.36,0.56,22.16,413324.0,0.0,0.0,166,7,silesia.tar,0.26135,0,1,1,0,0,0,0,1,1,0,0
14.02,0.6,15.27,441028.0,0.0,0.0,30,7,silesia.tar,0.451295,1,0,0,1,0,0,0,0,0,1,0
13.52,0.55,14.93,440932.0,0.0,0.0,148,7,silesia.tar,0.451057,0,0,0,0,0,1,0,1,1,0,0
9.75,0.6,11.07,441160.0,0.0,0.0,123,7,silesia.tar,0.797322,1,0,0,0,1,0,0,0,1,0,1
178.87,0.55,180.15,441472.0,0.0,0.0,7,7,silesia.tar,0.797322,0,0,0,0,0,0,1,0,0,0,0
13.18,0.53,14.48,440856.0,0.0,0.0,145,7,silesia.tar,0.451057,0,0,0,0,1,0,0,1,1,0,0
11.17,0.65,12.53,440564.0,0.0,0.0,45,7,silesia.tar,0.313539,0,0,0,0,1,0,0,0,1,0,0
14.98,0.55,22.19,438380.0,0.0,0.0,180,7,silesia.tar,0.213155,1,0,1,0,0,0,0,1,0,1,0
14.16,0.62,15.46,440220.0,0.0,0.0,115,7,silesia.tar,0.451295,1,0,0,0,0,1,0,0,1,0,0
17.2,0.52,18.49,441232.0,0.0,0.0,106,7,silesia.tar,0.451294,1,1,0,0,0,0,1,1,0,0,0
9.61,0.61,10.94,441204.0,0.0,0.0,34,7,silesia.tar,0.313539,0,1,0,0,0,1,0,0,0,0,0
9.9,0.6,11.15,441296.0,0.0,0.0,154,7,silesia.tar,0.213375,0,0,1,0,0,0,0,1,1,1,0
9.63,0.58,10.92,441052.0,0.0,0.0,139,7,silesia.tar,0.313539,0,1,0,0,1,0,0,0,1,0,1
20.59,0.54,21.97,441196.0,0.0,0.0,96,7,silesia.tar,0.261332,1,1,0,0,0,0,1,0,0,1,0
12.36,0.55,14.47,364860.0,0.0,0.0,116,7,silesia.tar,0.797323,1,0,0,0,0,1,0,0,0,1,0
12.97,0.55,14.27,440516.0,0.0,0.0,76,7,silesia.tar,0.313593,1,1,0,0,0,1,0,1,0,1,0
10.11,0.57,11.55,440860.0,0.0,0.0,47,7,silesia.tar,0.451294,0,0,0,0,0,1,0,1,0,0,0
13.05,0.57,15.1,364492.0,0.0,0.0,22,7,silesia.tar,0.261332,1,1,0,1,0,0,0,0,1,1,0
11.6,0.54,18.67,443668.0,0.0,0.0,43,7,silesia.tar,0.313539,0,0,0,1,0,0,0,0,0,1,0
13.16,0.56,21.34,485528.0,0.0,0.0,12,7,silesia.tar,0.451057,0,1,0,0,0,1,0,1,1,1,0
15.82,0.56,24.68,482456.0,0.0,0.0,190,7,silesia.tar,0.261331,1,1,0,0,0,1,0,0,0,1,0
17.74,0.53,19.12,441252.0,0.0,0.0,182,7,silesia.tar,0.213374,1,0,0,0,1,0,0,1,1,0,0
94.55,0.59,164.28,634648.0,0.0,0.0,78,7,silesia.tar,0.451295,1,1,0,0,0,1,0,1,1,0,0
13.1,0.57,14.55,441524.0,0.0,0.0,160,7,silesia.tar,0.451057,0,1,0,0,0,0,1,0,1,1,0
19.6,0.49,20.9,440460.0,0.0,0.0,99,7,silesia.tar,0.26135,1,1,0,1,0,0,0,1,0,0,0
17.49,0.54,18.82,441252.0,0.0,0.0,4,7,silesia.tar,0.26135,0,0,0,1,0,0,0,0,0,0,0
22.91,0.54,24.28,441064.0,0.0,0.0,162,7,silesia.tar,0.261332,0,1,0,0,0,0,1,1,1,0,0
12.33,0.53,14.52,367724.0,0.0,0.0,88,7,silesia.tar,0.451295,1,1,0,0,0,0,1,0,1,1,0
10.61,0.57,11.84,441004.0,0.0,0.0,150,7,silesia.tar,0.451057,0,0,0,0,0,1,0,0,1,1,0
14.25,0.6,21.29,444400.0,0.0,0.0,97,7,silesia.tar,0.313539,1,1,0,1,0,0,0,0,1,0,0
13.11,0.57,14.44,441420.0,0.0,0.0,152,7,silesia.tar,0.451057,0,0,0,0,0,0,1,1,0,1,0
17.55,0.54,18.86,441376.0,0.0,0.0,53,7,silesia.tar,0.451294,0,0,1,0,0,0,0,1,0,1,0
13.55,0.51,21.85,470772.0,0.0,0.0,163,7,silesia.tar,0.26135,0,1,0,0,1,0,0,0,1,1,1
9.98,0.6,11.3,440872.0,0.0,0.0,6,7,silesia.tar,0.451057,0,0,0,0,0,1,0,0,0,0,0
22.94,0.55,24.31,441052.0,0.0,0.0,191,7,silesia.tar,0.261332,1,1,0,0,1,0,0,0,0,1,1
15.51,0.59,22.4,395548.0,0.0,0.0,70,7,silesia.tar,0.451295,1,0,0,0,0,1,0,1,1,1,0
12.65,0.57,14.9,366932.0,0.0,0.0,141,7,silesia.tar,0.213156,0,0,1,0,0,0,0,1,1,0,0
20.59,0.6,21.99,440304.0,0.0,0.0,170,7,silesia.tar,0.213156,0,1,0,0,1,0,0,1,0,1,1
15.96,0.57,24.38,484064.0,0.0,0.0,95,7,silesia.tar,0.261331,0,1,0,0,0,1,0,1,1,0,0
171.46,0.54,172.79,440716.0,0.0,0.0,183,7,silesia.tar,0.313539,1,0,0,0,1,0,0,1,0,1,1
21.89,0.51,23.22,440588.0,0.0,0.0,24,7,silesia.tar,0.26135,1,0,1,0,0,0,0,0,0,0,0
9.93,0.61,11.26,441608.0,0.0,0.0,92,7,silesia.tar,0.213375,1,1,1,0,0,0,0,0,0,1,0
22.94,0.59,24.33,440612.0,0.0,0.0,23,7,silesia.tar,0.451295,1,1,1,0,0,0,0,0,0,0,0
149.05,0.53,150.3,440944.0,0.0,0.0,27,7,silesia.tar,0.451057,1,0,0,0,0,0,1,0,0,0,0
10.45,0.62,12.09,366032.0,0.0,0.0,117,7,silesia.tar,0.451295,1,0,0,0,0,0,1,1,0,0,0
91.81,0.6,159.46,633920.0,0.0,0.0,169,7,silesia.tar,0.26135,0,1,0,1,0,0,0,1,1,0,0
13.56,0.59,22.38,482188.0,0.0,0.0,37,7,silesia.tar,0.797322,0,1,0,1,0,0,0,0,1,0,0
89.93,0.57,158.2,634604.0,0.0,0.0,176,7,silesia.tar,0.213375,1,0,1,0,0,0,0,0,1,1,0
12.18,0.57,14.33,365668.0,0.0,0.0,121,7,silesia.tar,0.797322,1,0,0,0,1,0,0,1,0,0,1
11.7,0.57,18.77,445612.0,0.0,0.0,84,7,silesia.tar,0.797323,1,1,0,0,0,0,1,1,0,1,0
10.0,0.57,11.62,364904.0,0.0,0.0,110,7,silesia.tar,0.451294,1,0,1,0,0,0,0,0,0,1,0
91.44,0.6,160.73,634176.0,0.0,0.0,128,7,silesia.tar,0.213156,0,1,0,1,0,0,0,0,0,1,0
13.91,0.54,15.23,440720.0,0.0,0.0,83,7,silesia.tar,0.451295,1,1,0,0,0,1,0,0,1,1,0
12.31,0.6,14.39,364888.0,0.0,0.0,17,7,silesia.tar,0.261332,1,1,0,1,0,0,0,1,1,1,0
13.76,0.58,15.09,441012.0,0.0,0.0,129,7,silesia.tar,0.213155,0,1,0,0,1,0,0,1,0,0,0
92.91,0.6,162.22,637612.0,0.0,0.0,15,7,silesia.tar,0.313593,1,1,0,0,0,0,1,1,1,1,0
22.94,0.49,24.37,440600.0,0.0,0.0,165,7,silesia.tar,0.26135,0,1,1,0,0,0,0,0,1,1,0
12.35,0.57,18.96,419652.0,0.0,0.0,65,7,silesia.tar,0.26135,0,1,0,0,0,1,0,1,0,1,0
19.21,0.53,20.54,441580.0,0.0,0.0,38,7,silesia.tar,0.261331,0,1,0,0,1,0,0,0,0,1,0
92.56,0.59,160.66,633936.0,0.0,0.0,126,7,silesia.tar,0.451294,0,1,1,0,0,0,0,0,1,0,0
15.02,0.59,22.27,418988.0,0.0,0.0,75,7,silesia.tar,0.261332,1,1,0,0,1,0,0,0,1,1,0
17.55,0.56,18.89,441276.0,0.0,0.0,33,7,silesia.tar,0.26135,0,1,0,1,0,0,0,0,0,0,0
10.9,0.58,12.26,441068.0,0.0,0.0,188,7,silesia.tar,0.451057,1,1,0,0,0,1,0,1,0,0,0
181.78,0.62,183.05,440992.0,0.0,0.0,178,7,silesia.tar,0.213374,1,0,0,0,1,0,0,0,1,1,0
9.67,0.56,11.28,365976.0,0.0,0.0,105,7,silesia.tar,0.451294,1,1,0,0,0,0,1,0,0,0,0
13.72,0.55,15.11,441360.0,0.0,0.0,73,7,silesia.tar,0.26135,1,0,0,1,0,0,0,1,1,0,0
10.76,0.53,12.1,440416.0,0.0,0.0,57,7,silesia.tar,0.451294,0,0,0,0,1,0,0,0,0,1,1
9.72,0.52,11.27,366040.0,0.0,0.0,62,7,silesia.tar,0.313592,0,1,0,1,0,0,0,1,1,1,0
12.92,0.53,14.19,440864.0,0.0,0.0,142,7,silesia.tar,0.451295,0,0,1,0,0,0,0,0,1,1,0
9.96,0.64,11.3,441028.0,0.0,0.0,118,7,silesia.tar,0.451294,1,0,0,0,0,0,1,0,1,0,0
10.62,0.6,11.92,442104.0,0.0,0.0,120,7,silesia.tar,0.451294,1,0,0,1,0,0,0,1,0,1,0
15.53,0.6,22.45,400500.0,0.0,0.0,14,7,silesia.tar,0.213156,1,1,0,0,0,1,0,1,1,1,0
89.36,0.56,158.08,637860.0,0.0,0.0,135,7,silesia.tar,0.313539,0,1,0,0,0,0,1,0,1,0,0
19.83,0.51,21.19,441128.0,0.0,0.0,133,7,silesia.tar,0.313592,0,1,0,0,0,1,0,0,0,1,0
20.89,0.49,22.35,441072.0,0.0,0.0,138,7,silesia.tar,0.313592,0,1,0,0,1,0,0,1,0,0,1
13.95,0.6,15.35,440796.0,0.0,0.0,186,7,silesia.tar,0.797322,1,1,0,1,0,0,0,0,0,1,0
13.05,0.58,15.2,365724.0,0.0,0.0,82,7,silesia.tar,0.451295,1,1,0,0,1,0,0,1,1,0,0
149.0,0.52,150.25,441184.0,0.0,0.0,175,7,silesia.tar,0.797323,1,0,0,0,0,1,0,0,1,1,0
13.1,0.62,15.28,366872.0,0.0,0.0,108,7,silesia.tar,0.451057,1,0,1,0,0,0,0,1,0,0,0
13.97,0.59,15.3,441468.0,0.0,0.0,100,7,silesia.tar,0.313539,1,1,0,0,1,0,0,1,0,0,0
14.17,0.6,15.51,441496.0,0.0,0.0,79,7,silesia.tar,0.213156,1,1,0,0,1,0,0,1,1,1,1
13.09,0.57,14.34,440628.0,0.0,0.0,113,7,silesia.tar,0.797322,1,0,0,0,1,0,0,0,0,1,0
9.88,0.58,11.13,441220.0,0.0,0.0,157,7,silesia.tar,0.797323,0,0,0,0,0,1,0,1,1,1,0
22.78,0.56,24.09,440776.0,0.0,0.0,20,7,silesia.tar,0.261332,1,1,1,0,0,0,0,1,0,1,0
90.67,0.64,159.32,634292.0,0.0,0.0,51,7,silesia.tar,0.797322,0,0,0,0,0,0,1,0,0,1,0
10.48,0.6,12.12,365644.0,0.0,0.0,102,7,silesia.tar,0.451295,1,1,0,1,0,0,0,0,0,0,0
16.32,0.51,24.71,470848.0,0.0,0.0,67,7,silesia.tar,0.451294,1,0,0,0,1,0,0,1,1,1,0
90.12,0.61,158.61,637888.0,0.0,0.0,59,7,silesia.tar,0.213155,0,1,0,0,0,0,1,1,1,1,0
12.75,0.6,14.88,366376.0,0.0,0.0,124,7,silesia.tar,0.797322,1,0,0,0,1,0,0,0,0,1,1
181.33,0.56,182.71,441104.0,0.0,0.0,10,7,silesia.tar,0.261331,0,0,1,0,0,0,0,0,0,1,0
13.55,0.55,14.95,440656.0,0.0,0.0,151,7,silesia.tar,0.451057,0,0,0,0,0,0,1,1,1,0,0
149.38,0.58,150.58,440584.0,0.0,0.0,153,7,silesia.tar,0.451057,0,0,0,0,0,0,1,0,1,1,0
13.96,0.54,15.37,441300.0,0.0,0.0,147,7,silesia.tar,0.451057,0,0,0,0,1,0,0,0,1,1,0
12.22,0.56,14.36,366968.0,0.0,0.0,29,7,silesia.tar,0.451057,1,0,0,1,0,0,0,0,1,0,0
15.39,0.57,24.27,479752.0,0.0,0.0,74,7,silesia.tar,0.797323,1,0,1,0,0,0,0,1,1,1,0
20.08,0.59,21.44,441820.0,0.0,0.0,164,7,silesia.tar,0.261331,0,0,0,0,1,0,0,1,1,1,1
170.98,0.54,172.33,440324.0,0.0,0.0,172,7,silesia.tar,0.213374,0,1,0,0,1,0,0,1,1,0,0
14.18,0.66,15.44,441072.0,0.0,0.0,18,7,silesia.tar,0.451295,1,1,0,0,1,0,0,1,1,1,0
9.84,0.54,11.17,440860.0,0.0,0.0,2,7,silesia.tar,0.797323,0,1,0,0,1,0,0,0,0,0,0
17.63,0.58,19.02,441108.0,0.0,0.0,42,7,silesia.tar,0.26135,0,0,0,1,0,0,0,0,1,0,0
10.46,0.57,12.07,364924.0,0.0,0.0,66,7,silesia.tar,0.313592,0,1,0,0,1,0,0,1,1,0,1
20.03,0.61,21.34,441340.0,0.0,0.0,32,7,silesia.tar,0.451057,0,1,1,0,0,0,0,0,0,0,0
19.15,0.54,20.43,440668.0,0.0,0.0,40,7,silesia.tar,0.451057,0,0,1,0,0,0,0,1,0,0,0
164.96,0.55,166.38,440864.0,0.0,0.0,143,7,silesia.tar,0.451057,0,0,0,1,0,0,0,1,0,1,0
181.76,0.55,183.05,440788.0,0.0,0.0,85,7,silesia.tar,0.313592,1,1,1,0,0,0,0,1,0,0,0
19.66,0.55,20.92,440916.0,0.0,0.0,134,7,silesia.tar,0.313539,0,1,0,0,0,0,1,1,0,0,0
15.81,0.54,24.12,483256.0,0.0,0.0,21,7,silesia.tar,0.26135,1,1,0,1,0,0,0,1,1,0,0
9.59,0.56,10.87,440684.0,0.0,0.0,122,7,silesia.tar,0.451295,1,0,0,1,0,0,0,0,1,1,0
14.97,0.57,22.3,420408.0,0.0,0.0,131,7,silesia.tar,0.313539,0,1,0,0,0,1,0,1,0,0,0
12.7,0.58,14.93,367432.0,0.0,0.0,101,7,silesia.tar,0.451057,1,0,0,0,0,1,0,1,1,0,0
10.0,0.61,11.59,366640.0,0.0,0.0,119,7,silesia.tar,0.797322,1,0,0,0,0,0,1,0,0,1,0
12.91,0.58,14.24,440496.0,0.0,0.0,31,7,silesia.tar,0.797323,1,0,0,0,1,0,0,0,0,0,1
9.61,0.61,10.97,441556.0,0.0,0.0,48,7,silesia.tar,0.451057,0,0,0,0,0,1,0,0,1,0,0
20.62,0.58,21.94,440548.0,0.0,0.0,25,7,silesia.tar,0.26135,1,0,0,1,0,0,0,0,0,0,0
10.04,0.63,11.63,365572.0,0.0,0.0,109,7,silesia.tar,0.451295,1,0,1,0,0,0,0,0,1,0,0
17.5,0.58,18.86,440548.0,0.0,0.0,130,7,silesia.tar,0.797323,0,1,0,0,1,0,0,0,1,0,0
13.22,0.57,14.5,440272.0,0.0,0.0,111,7,silesia.tar,0.451294,1,0,0,0,1,0,0,1,0,0,0
164.46,0.54,165.86,440964.0,0.0,0.0,171,7,silesia.tar,0.313539,0,1,0,0,1,0,0,0,1,1,0
12.36,0.57,14.41,364692.0,0.0,0.0,81,7,silesia.tar,0.451057,1,1,0,0,1,0,0,0,1,1,1
14.18,0.6,15.51,441044.0,0.0,0.0,174,7,silesia.tar,0.213155,1,0,0,0,0,0,1,0,1,1,0
93.83,0.59,163.6,637204.0,0.0,0.0,90,7,silesia.tar,0.313539,1,1,0,0,1,0,0,1,1,0,1
13.52,0.58,14.88,441388.0,0.0,0.0,80,7,silesia.tar,0.797323,1,1,1,0,0,0,0,1,1,0,0
93.54,0.57,163.32,637592.0,0.0,0.0,13,7,silesia.tar,0.261331,1,0,0,0,0,0,1,1,1,1,0
12.59,0.63,19.81,425684.0,0.0,0.0,137,7,silesia.tar,0.797322,0,1,0,1,0,0,0,1,0,1,0
10.22,0.59,11.58,441712.0,0.0,0.0,158,7,silesia.tar,0.451057,0,0,0,1,0,0,0,1,1,1,0
13.89,0.56,15.17,440548.0,0.0,0.0,93,7,silesia.tar,0.797322,0,1,0,0,1,0,0,1,0,1,0
19.93,0.53,21.29,440576.0,0.0,0.0,3,7,silesia.tar,0.451057,0,0,1,0,0,0,0,0,0,0,0
181.3,0.54,182.73,441404.0,0.0,0.0,177,7,silesia.tar,0.213155,1,0,0,0,0,1,0,1,0,1,0
10.35,0.57,11.61,441632.0,0.0,0.0,136,7,silesia.tar,0.213155,0,1,0,0,0,0,1,0,0,1,0
10.9,0.62,12.51,363564.0,0.0,0.0,52,7,silesia.tar,0.213155,0,0,0,1,0,0,0,1,1,0,0
13.06,0.53,14.4,440940.0,0.0,0.0,144,7,silesia.tar,0.213375,0,0,0,1,0,0,0,0,1,1,0
13.07,0.62,20.0,400680.0,0.0,0.0,61,7,silesia.tar,0.797322,0,1,1,0,0,0,0,1,1,1,0
15.27,0.57,23.92,481652.0,0.0,0.0,161,7,silesia.tar,0.451057,0,1,0,0,0,0,1,1,0,1,0
12.64,0.57,19.32,395920.0,0.0,0.0,132,7,silesia.tar,0.313593,0,1,0,0,0,1,0,0,1,0,0
93.43,0.59,162.1,634232.0,0.0,0.0,127,7,silesia.tar,0.213156,0,1,1,0,0,0,0,0,0,1,0
9.58,0.6,10.83,440524.0,0.0,0.0,112,7,silesia.tar,0.797323,1,0,0,0,1,0,0,0,1,0,0
13.1,0.59,21.69,480896.0,0.0,0.0,9,7,silesia.tar,0.213374,0,0,1,0,0,0,0,0,1,0,0
13.07,0.55,15.13,363988.0,0.0,0.0,77,7,silesia.tar,0.451057,1,1,0,0,0,0,1,1,1,0,0
17.6,0.52,18.96,440496.0,0.0,0.0,44,7,silesia.tar,0.313592,0,0,0,0,1,0,0,1,0,0,0
15.32,0.57,24.06,480032.0,0.0,0.0,19,7,silesia.tar,0.797323,1,1,1,0,0,0,0,0,1,1,0
12.76,0.6,19.46,396548.0,0.0,0.0,184,7,silesia.tar,0.213374,1,0,0,0,1,0,0,1,1,0,1
94.02,0.6,163.64,636344.0,0.0,0.0,140,7,silesia.tar,0.797322,0,1,0,0,1,0,0,0,0,1,1
10.76,0.51,12.14,441296.0,0.0,0.0,39,7,silesia.tar,0.26135,0,1,0,0,1,0,0,0,0,0,1
22.97,0.59,24.31,440564.0,0.0,0.0,98,7,silesia.tar,0.313593,1,1,0,0,0,0,1,0,1,0,0
13.69,0.58,21.99,469564.0,0.0,0.0,94,7,silesia.tar,0.797323,1,1,1,0,0,0,0,0,1,0,0
10.88,0.59,12.23,440796.0,0.0,0.0,155,7,silesia.tar,0.451057,0,0,0,0,1,0,0,1,1,0,1
10.91,0.59,12.24,441328.0,0.0,0.0,149,7,silesia.tar,0.451057,0,0,0,0,0,1,0,1,0,1,0
16.3,0.56,24.71,468100.0,0.0,0.0,16,7,silesia.tar,0.213156,1,1,1,0,0,0,0,1,1,1,0
19.6,0.52,20.94,441252.0,0.0,0.0,89,7,silesia.tar,0.451295,1,1,0,0,1,0,0,1,0,1,1
10.49,0.57,12.13,366088.0,0.0,0.0,46,7,silesia.tar,0.451057,0,0,0,0,1,0,0,0,0,1,0
9.92,0.58,11.54,367080.0,0.0,0.0,103,7,silesia.tar,0.451294,1,1,0,0,1,0,0,0,0,0,0
9.62,0.57,11.26,365368.0,0.0,0.0,56,7,silesia.tar,0.313592,0,0,0,0,1,0,0,0,1,0,1
10.55,0.61,12.21,364332.0,0.0,0.0,54,7,silesia.tar,0.313539,0,0,0,0,1,0,0,1,0,0,1
91.12,0.64,160.88,637428.0,0.0,0.0,173,7,silesia.tar,0.213375,1,0,0,0,0,0,1,1,1,0,0
14.41,0.64,15.76,440040.0,0.0,0.0,71,7,silesia.tar,0.313593,1,0,0,0,1,0,0,0,1,1,1
10.62,0.63,11.94,440816.0,0.0,0.0,60,7,silesia.tar,0.213155,0,1,0,0,1,0,0,1,1,1,0
19.07,0.53,20.42,440752.0,0.0,0.0,168,7,silesia.tar,0.261331,0,1,0,1,0,0,0,0,1,1,0
10.54,0.55,11.97,441096.0,0.0,0.0,185,7,silesia.tar,0.313592,1,1,0,0,1,0,0,0,0,1,0
9.64,0.6,10.92,441316.0,0.0,0.0,49,7,silesia.tar,0.797322,0,0,0,0,0,1,0,0,0,1,0
