root,asm,wpp,rdoLevel,rdoBasic,rdoSplits,rdoChroma,rdoPrediction,rect,amp,bitdepth,8bit,10bit,me,meDia,meHex,meUmh,meStar,frameThreads,frameThreads_1,frameThreads_2,frameThreads_4,frameThreads_8,ref,ref_1,ref_3,ref_6,workload,median-time,mean-time,std-time,mean-compression-ratio,std-compression-ratio,id
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,44.36,44.368,0.051186,0.001867,0.0,224
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,7.72,7.718,0.016432,0.001688,0.0,230
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,13.3,13.298,0.014832,0.001674,0.0,218
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,13.76,13.752,0.021679,0.001689,0.0,226
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,mother_daughter_cif.y4m,5.28,5.272,0.016432,0.001731,0.0,232
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,31.98,31.994,0.108536,0.00191,0.0,92
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,2.71,2.71,0.047434,0.001731,0.0,178
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,15.27,15.292,0.068702,0.001915,0.0,86
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,2.74,2.742,0.016432,0.001696,0.0,150
1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,8.48,8.498,0.034205,0.001674,0.0,144
1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,1.42,1.422,0.016432,0.001835,0.0,51
1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,2.04,2.038,0.017889,0.002301,0.0,3
1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,2.41,2.416,0.019494,0.00184,0.0,45
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,mother_daughter_cif.y4m,20.78,20.804,0.059414,0.001909,0.0,193
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,7.51,7.516,0.008944,0.001898,0.0,187
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,12.02,12.034,0.050299,0.001915,0.0,79
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,7.28,7.264,0.052726,0.001904,0.0,352
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,13.41,13.416,0.02881,0.00189,0.0,346
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,17.05,17.062,0.048683,0.001871,0.0,347
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,18.66,18.66,0.007071,0.001889,0.0,353
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,14.36,14.358,0.014832,0.001898,0.0,186
1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,12.01,12.028,0.087006,0.001915,0.0,78
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,24.2,24.216,0.046152,0.001909,0.0,192
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,3.26,3.266,0.008944,0.001761,0.0,44
1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,1.27,1.264,0.008944,0.001832,0.0,50
1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,2.77,2.772,0.008367,0.002232,0.0,2
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,6.1,6.118,0.046583,0.001682,0.0,145
1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,4.61,4.612,0.013038,0.001701,0.0,151
1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,2.51,2.498,0.021679,0.001756,0.0,179
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,15.3,15.338,0.10895,0.001915,0.0,87
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,19.13,19.136,0.035071,0.001913,0.0,93
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,6.73,6.728,0.017889,0.001703,0.0,233
1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,14.6,14.606,0.0251,0.001679,0.0,227
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,19.76,19.754,0.031305,0.001883,0.0,240
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,19.81,19.81,0.021213,0.001883,0.0,254
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,24.99,24.986,0.011402,0.001883,0.0,268
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,22.82,22.828,0.016432,0.001866,0.0,283
1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,19.69,19.698,0.034205,0.001872,0.0,297
1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,2.76,2.772,0.021679,0.002193,0.0,136
1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,10.1,10.112,0.032711,0.001928,0.0,122
1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,7.66,7.644,0.032094,0.001958,0.0,37
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,15.38,15.404,0.058566,0.00189,0.0,23
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,13.34,13.334,0.026077,0.00189,0.0,334
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,24.52,24.526,0.015166,0.001888,0.0,320
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,7.91,7.918,0.031937,0.001914,0.0,308
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,10.39,10.396,0.026077,0.001889,0.0,309
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,12.8,12.834,0.051284,0.001906,0.0,321
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,38.56,38.57,0.036056,0.001867,0.0,335
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,15.34,15.332,0.037014,0.00189,0.0,22
1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,14.24,14.244,0.011402,0.001898,0.0,36
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,7.3,7.306,0.026077,0.001904,0.0,123
1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,2.51,2.52,0.036056,0.002193,0.0,137
1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,13.84,13.83,0.029155,0.001872,0.0,296
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,7.33,7.332,0.016432,0.001907,0.0,282
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,22.35,22.326,0.039115,0.001866,0.0,269
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,22.88,22.896,0.049295,0.001866,0.0,255
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,16.0,15.992,0.027749,0.001887,0.0,241
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,32.53,32.53,0.029155,0.001873,0.0,257
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,24.53,24.528,0.017889,0.001888,0.0,243
1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,16.29,16.31,0.046368,0.001872,0.0,294
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,4.64,4.632,0.0249,0.001932,0.0,280
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,9.68,9.66,0.071764,0.001934,0.0,121
1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,3.13,3.134,0.005477,0.002193,0.0,135
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,16.93,16.906,0.042778,0.001871,0.0,109
1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,14.48,14.516,0.055045,0.001926,0.0,20
1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,8.88,8.882,0.023875,0.001933,0.0,34
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,10.28,10.304,0.045056,0.001906,0.0,323
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,24.74,24.746,0.045056,0.001909,0.0,337
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,53.7,53.71,0.029155,0.001868,0.0,336
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,10.24,10.242,0.037014,0.001906,0.0,322
1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,11.76,11.768,0.0249,0.001921,0.0,35
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,18.33,18.336,0.035071,0.00189,0.0,21
1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,17.06,17.068,0.025884,0.001871,0.0,108
1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,2.47,2.462,0.030332,0.002193,0.0,134
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,19.8,19.792,0.016432,0.001882,0.0,120
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,5.95,5.942,0.032711,0.001935,0.0,281
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,13.76,13.756,0.0251,0.001872,0.0,295
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,22.79,22.82,0.059161,0.001866,0.0,242
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,28.56,28.556,0.026077,0.001865,0.0,256
1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,9.85,9.848,0.042661,0.001892,0.0,252
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,4.66,4.652,0.051186,0.001931,0.0,246
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,35.89,35.902,0.099599,0.001877,0.0,291
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,18.4,18.4,0.048477,0.00189,0.0,285
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,27.3,27.29,0.03,0.001882,0.0,118
1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,20.26,20.238,0.052154,0.001924,0.0,124
1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,2.51,2.516,0.026077,0.002193,0.0,130
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,6.66,6.672,0.027749,0.001907,0.0,25
1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,1.86,1.852,0.029496,0.002354,0.0,31
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,21.95,21.952,0.022804,0.001892,0.0,19
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,15.94,15.942,0.013038,0.001906,0.0,326
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,10.86,10.864,0.055498,0.001909,0.0,332
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,7.06,7.064,0.023022,0.001898,0.0,333
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,28.55,28.54,0.028284,0.001865,0.0,327
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,21.99,21.99,0.036742,0.001892,0.0,18
1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,1.95,1.942,0.029496,0.001821,0.0,30
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,15.39,15.38,0.028284,0.00189,0.0,24
1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,2.58,2.582,0.019235,0.002184,0.0,131
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,38.56,38.55,0.053852,0.001867,0.0,125
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,23.19,23.198,0.043243,0.001882,0.0,119
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,21.97,21.988,0.039623,0.001892,0.0,284
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,mother_daughter_cif.y4m,24.41,24.43,0.127083,0.001888,0.0,290
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,6.72,6.74,0.073824,0.001907,0.0,247
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,10.46,10.464,0.035777,0.001889,0.0,253
1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,9.75,9.756,0.019494,0.001892,0.0,279
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,5.02,5.038,0.032711,0.001931,0.0,245
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,16.01,16.02,0.02,0.001887,0.0,251
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,mother_daughter_cif.y4m,15.0,15.016,0.037815,0.00189,0.0,286
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,19.72,19.716,0.011402,0.001872,0.0,292
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,4.02,4.024,0.027019,0.002186,0.0,133
1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,5.05,5.04,0.023452,0.002185,0.0,127
1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,2.62,2.62,0.012247,0.00175,0.0,32
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,11.28,11.276,0.075697,0.001926,0.0,26
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,10.63,10.636,0.008944,0.001931,0.0,319
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,7.25,7.278,0.055408,0.001904,0.0,331
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,5.03,5.044,0.02881,0.001931,0.0,325
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,mother_daughter_cif.y4m,8.65,8.65,0.030822,0.001931,0.0,324
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,7.91,7.904,0.02881,0.001904,0.0,330
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,31.31,31.314,0.037815,0.001882,0.0,318
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,22.86,22.856,0.047223,0.001866,0.0,27
1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,mother_daughter_cif.y4m,2.86,2.872,0.017889,0.001765,0.0,33
1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,5.0,4.994,0.033615,0.002185,0.0,126
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,5.01,5.028,0.038341,0.002185,0.0,132
1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,15.1,15.106,0.015166,0.001892,0.0,293
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,20.26,20.264,0.008944,0.001888,0.0,287
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,16.01,16.028,0.039623,0.001887,0.0,250
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,mother_daughter_cif.y4m,19.72,19.78,0.0886,0.001887,0.0,244
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,mother_daughter_cif.y4m,29.77,29.776,0.0251,0.001877,0.0,278
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,6.7,6.7,0.049497,0.001907,0.0,261
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,19.47,19.486,0.0498,0.001882,0.0,275
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,15.08,15.064,0.04827,0.00189,0.0,249
1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,14.62,14.624,0.045607,0.001932,0.0,117
1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,2.5,2.496,0.005477,0.002193,0.0,103
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,10.39,10.39,0.033912,0.001933,0.0,16
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,5.19,5.196,0.039749,0.001935,0.0,315
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,12.47,12.466,0.011402,0.001914,0.0,301
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,mother_daughter_cif.y4m,12.89,12.874,0.040988,0.001904,0.0,329
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,39.43,39.424,0.023022,0.001865,0.0,328
1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,mother_daughter_cif.y4m,15.12,15.114,0.024083,0.001892,0.0,300
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,12.66,12.678,0.051672,0.001901,0.0,314
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,mother_daughter_cif.y4m,29.34,29.34,0.015811,0.001888,0.0,17
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,mother_daughter_cif.y4m,12.13,12.118,0.044385,0.001915,0.0,102
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,19.5,19.47,0.056125,0.001882,0.0,116
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,8.43,8.418,0.040866,0.001902,0.0,248
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,10.31,10.31,0.021213,0.001906,0.0,274
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,4.64,4.644,0.065038,0.001931,0.0,260
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,7.26,7.254,0.019494,0.001907,0.0,276
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,8.53,8.54,0.03873,0.001902,0.0,262
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,mother_daughter_cif.y4m,9.33,9.332,0.019235,0.001915,0.0,289
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,mother_daughter_cif.y4m,6.79,6.782,0.022804,0.001947,0.0,100
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,mother_daughter_cif.y4m,14.14,14.156,0.050299,0.001883,0.0,114
