OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,config,workload,throughput
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,voter-16,29446.0832651166
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,smallbank-10,12388.1809844532
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,voter-2,28612.2166332857
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,tpcc-8,602.407237728341
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,smallbank-1,19697.3049853109
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,ycsb-600,22015.2225580056
True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1521,ycsb-2400,14099.2479002242
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,ycsb-600,23131.1061714074
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,ycsb-2400,15013.4620006775
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,tpcc-8,436.51371776187
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,smallbank-1,24494.5173427818
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,smallbank-10,17340.6201704034
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,voter-2,47321.533198467
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,tpcc-2,836.87468792963
False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1522,voter-16,46213.1499530166
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,tpcc-8,917.823769854405
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,smallbank-1,23684.0565697298
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,ycsb-600,16128.5360520621
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,ycsb-2400,11348.4704536161
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,voter-16,44568.8666265547
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,tpcc-2,770.454195260403
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,voter-2,45657.7832123402
True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,1523,smallbank-10,16926.3778366685
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,ycsb-2400,13755.3758355072
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,ycsb-600,20000.6224103615
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,smallbank-1,18806.5736183227
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,tpcc-8,549.473761253149
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,voter-2,25573.0999330837
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,smallbank-10,11947.0318815698
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,voter-16,25499.1833278085
True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,1524,tpcc-2,672.71665117176
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,smallbank-10,18402.3387269189
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,voter-2,44113.8833223049
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,tpcc-2,865.010268358714
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,voter-16,47761.6832187053
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,ycsb-2400,17957.1945460966
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,ycsb-600,25799.8714697703
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,smallbank-1,25643.1800313739
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1526,tpcc-8,978.629187990577
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,voter-16,31057.6999197676
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,tpcc-2,661.365327093242
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,voter-2,30316.4665893597
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,smallbank-10,14295.3436610459
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,smallbank-1,17620.4559021315
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,tpcc-8,759.271036255557
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,ycsb-2400,10389.6857207822
False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,1527,ycsb-600,14435.9408275482
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,tpcc-8,408.763054904441
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,smallbank-1,24030.4288369609
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,ycsb-600,16425.6726442214
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,ycsb-2400,11807.4808962381
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,tpcc-2,781.756229517422
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,voter-16,44854.8165889183
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,smallbank-10,17474.7985217668
False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1528,voter-2,43685.0165487171
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,ycsb-600,22224.7223170032
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,ycsb-2400,14315.6375110493
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,tpcc-8,606.759901647707
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,smallbank-1,18956.7879291497
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,voter-2,28930.0166550947
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,smallbank-10,12773.6410763643
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,voter-16,29381.3499965722
True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1529,tpcc-2,706.647936211147
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,voter-16,44248.7977782358
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,tpcc-2,763.143151298979
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,voter-2,44783.3499574558
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,smallbank-10,16638.5468383515
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,tpcc-8,403.548233689559
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,smallbank-1,21769.5244594686
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,ycsb-600,16039.5153935022
True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,1530,ycsb-2400,11589.3228237319
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,smallbank-10,14716.088048045
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,voter-2,32303.5499418536
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,tpcc-2,772.509005630482
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,voter-16,32454.083329547
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,ycsb-600,20189.3552808737
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,ycsb-2400,15007.3286783655
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,tpcc-8,411.997855262765
False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,1531,smallbank-1,19760.1643979132
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,tpcc-8,989.840757196956
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,smallbank-1,25036.9541112063
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,ycsb-600,20601.1840413225
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,ycsb-2400,13311.1467791495
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,tpcc-2,856.454859408684
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,voter-16,47644.716437972
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,smallbank-10,17226.2246623341
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,1532,voter-2,45444.5498841164
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,smallbank-1,26274.6027596224
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,tpcc-8,501.94540143557
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,ycsb-2400,19636.6820543635
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,ycsb-600,25198.0452836577
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,voter-16,46701.2165187795
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,tpcc-2,869.706674519712
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,voter-2,46927.7833216014
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,1534,smallbank-10,18111.7782613593
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,ycsb-2400,10531.7795773497
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,ycsb-600,14360.4138989362
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,smallbank-1,18821.3056600482
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,tpcc-8,749.662190421233
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,smallbank-10,14057.596007155
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,voter-2,31194.5166094767
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,tpcc-2,696.878843552008
False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,1535,voter-16,31389.3666112121
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,tpcc-2,746.571685894262
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,voter-16,45541.8998891814
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,smallbank-10,16922.5016627788
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,voter-2,45141.8999826956
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,smallbank-1,23542.5748728038
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,tpcc-8,873.999572978375
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,ycsb-2400,11526.4227774077
True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,1536,ycsb-600,16106.2268136559
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,voter-2,29728.5798179288
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,smallbank-10,12916.3052594164
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,voter-16,30396.0666139801
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,tpcc-2,742.325127312586
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,ycsb-2400,15009.7209863369
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,ycsb-600,23767.5299810024
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,smallbank-1,19652.5022435245
True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,1537,tpcc-8,631.447445973991
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,tpcc-8,612.206507273137
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,smallbank-1,19839.9672395125
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,ycsb-600,22697.8754382159
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,ycsb-2400,13888.6422793038
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,voter-16,30901.9999624026
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,tpcc-2,761.194206627013
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,voter-2,29097.9666501778
False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,1539,smallbank-10,12787.742147141
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,smallbank-10,12459.8101774453
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,voter-2,28638.2833319014
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,tpcc-2,743.243758499051
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,voter-16,30489.2499329236
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,ycsb-600,21854.6210369108
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,ycsb-2400,14313.3246761432
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,tpcc-8,607.907880341041
True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,1540,smallbank-1,19422.8137157937
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,ycsb-600,22698.3671846903
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,ycsb-2400,15042.600935833
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,tpcc-8,612.043053199138
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,smallbank-1,19998.4447550731
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,voter-2,29001.3666560328
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,smallbank-10,11752.8972213056
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,voter-16,30652.8832521032
True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,1542,tpcc-2,754.279023018428
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,ycsb-2400,13739.5138915159
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,ycsb-600,20817.877459286
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,smallbank-1,25424.56513046
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,tpcc-8,994.936919630647
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,smallbank-10,16778.0506061574
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,voter-2,46919.9666635387
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,tpcc-2,863.639296400016
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,1544,voter-16,46820.4999297693
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,smallbank-1,19864.5148520585
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,tpcc-8,614.456457708164
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,ycsb-2400,14812.1191254423
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,ycsb-600,22436.1864204772
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,voter-16,29461.6871542679
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,tpcc-2,722.37342352576
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,voter-2,28822.5666243936
False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,1545,smallbank-10,12412.6522460191
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,voter-2,46743.4833177522
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,smallbank-10,17312.4134780832
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,voter-16,46257.7999267585
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,tpcc-2,887.971052930464
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,ycsb-2400,14599.3030877385
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,ycsb-600,22678.0404617251
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,smallbank-1,24178.0475594232
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,1546,tpcc-8,443.376297003227
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,tpcc-2,695.330128035276
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,voter-16,25624.9999820625
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,smallbank-10,11590.4411873927
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,voter-2,24910.1999190418
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,smallbank-1,17265.4308977072
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,tpcc-8,561.746845042469
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,ycsb-2400,12656.7477923418
True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,1547,ycsb-600,19936.126971383
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,tpcc-8,606.948980517913
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,smallbank-1,20079.1514832549
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,ycsb-600,22764.9738685354
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,ycsb-2400,13883.8235989838
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,voter-16,30574.0499500624
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,tpcc-2,701.0771756206
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,voter-2,28384.616637809
True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1548,smallbank-10,12732.7736553643
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,ycsb-600,20100.7837664756
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,ycsb-2400,12667.4144510294
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,tpcc-8,565.311586616578
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,smallbank-1,16186.291342411
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,smallbank-10,11492.1659207857
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,voter-2,25386.2166374725
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,tpcc-2,639.331880419669
True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,1549,voter-16,25064.4499335792
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,tpcc-2,692.690840872267
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,voter-16,25472.4999613667
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,smallbank-10,11540.9845665261
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,voter-2,25653.6999692156
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,tpcc-8,506.793125697559
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,smallbank-1,18519.1370794292
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,ycsb-600,19071.3903986265
False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,1550,ycsb-2400,13453.8367284885
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,voter-2,31076.6166640769
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,smallbank-10,14062.7089276172
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,voter-16,31061.6165677872
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,tpcc-2,749.498185314994
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,ycsb-600,17458.7855047714
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,ycsb-2400,11997.7884282108
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,tpcc-8,402.663805290689
False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,1551,smallbank-1,17912.5426743828
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,tpcc-8,322.762308972043
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,smallbank-1,24330.3740327326
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,ycsb-600,21553.344719255
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,ycsb-2400,13880.1122457415
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,voter-16,48211.3165895286
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,tpcc-2,838.679204655389
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,voter-2,47143.0164545231
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1552,smallbank-10,17289.9447701531
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,ycsb-600,19400.300362755
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,ycsb-2400,12842.9344024495
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,tpcc-8,564.181918064186
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,smallbank-1,16736.485888827
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,smallbank-10,11831.6774086209
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,voter-2,25197.0139729925
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,tpcc-2,677.824218021032
False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1553,voter-16,25096.6166482625
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,smallbank-1,19473.6214876055
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,tpcc-8,616.716091887269
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,ycsb-2400,15138.9882922634
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,ycsb-600,23535.9939696074
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,tpcc-2,749.023706281441
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,voter-16,31214.8999599409
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,smallbank-10,12167.4657780963
False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,1554,voter-2,29195.0165878401
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,ycsb-2400,12903.618447488
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,ycsb-600,15642.7285560773
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,smallbank-1,23460.2573444312
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,tpcc-8,882.04480297732
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,voter-2,43652.0785827065
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,smallbank-10,16950.1618491407
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,voter-16,44702.2665765171
True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,1555,tpcc-2,805.523496065593
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,voter-16,30753.4332882283
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,tpcc-2,742.063232150674
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,voter-2,29492.066650446
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,smallbank-10,12937.3662490714
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,smallbank-1,19926.5641030474
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,tpcc-8,616.593725562802
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,ycsb-2400,14551.258277637
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,1556,ycsb-600,24229.7675255058
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,smallbank-10,11489.1296965844
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,voter-2,25318.924537117
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,tpcc-2,668.431293069357
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,voter-16,25031.4166387149
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,ycsb-2400,12143.1052288875
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,ycsb-600,19324.5156437148
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,smallbank-1,15818.3931875714
True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,1557,tpcc-8,567.947261168991
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,ycsb-600,21935.6924153688
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,ycsb-2400,13911.8629865381
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,tpcc-8,600.191791306912
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,smallbank-1,19301.7665938229
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,voter-2,28926.4499657704
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,smallbank-10,12808.6826038877
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,voter-16,28804.7332877258
True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1558,tpcc-2,727.314589225884
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,tpcc-8,979.717416582926
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,smallbank-1,25396.2788239439
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,ycsb-600,21223.8562349038
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,ycsb-2400,14029.1445923182
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,tpcc-2,901.321839121426
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,voter-16,47795.8580795389
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,smallbank-10,17061.2002528835
False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,1559,voter-2,46144.3332679622
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,ycsb-600,14634.5396775162
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,ycsb-2400,10287.5793597558
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,tpcc-8,761.253733257553
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,smallbank-1,18296.3256642297
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,voter-2,30853.0999233815
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,smallbank-10,14281.508083389
True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,1560,voter-16,31561.566591971
